row_index,sample_id,Question,Answer,Question Type,Year,Paragraph,image_sha256,image_cache_path,image_fast_path,image_width,image_height,image_pixels
10,row_00010_5d9eedcca85c,"if the top 11.2045% of players have a dwar greater than 0.9, how many players fall into this category?",['40'],Factoid,['NO'],,78587b7a63567ea6880993bf525e0d69ccd04d0a8dcc52fe5742a627db5b51b1,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00010_5d9eedcca85c.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00010_5d9eedcca85c.rgb.png,1115,1400,1561000
11,row_00011_d1e2f399b132,which category decreased in value from 1995 to 2014?,['State Jackpot Games'],Factoid,['NO'],,92e64faf7e35c635c01c5ee6161333972d7fef732cab28040404413ccf935e39,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00011_d1e2f399b132.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00011_d1e2f399b132.rgb.png,990,809,800910
12,row_00012_261d0740254e,which movie had the smallest red bar?,['The Incredible Hulk (2008)'],Factoid,['NO'],,3a6a708d281e9067dcb1bafe10246f1a5b67d00158ffe8dc051c054b8aeb256f,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00012_261d0740254e.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00012_261d0740254e.rgb.png,990,1724,1706760
13,row_00013_64271c4e5495,"which department had the fy2017 fund budget value between 40,000,000 and 60,000,000?",['Police'],Factoid,['NO'],,e8a102c0328ca658c4b0463790aca152ea27e663c1f47140b572b8e4f74e0d52,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00013_64271c4e5495.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00013_64271c4e5495.rgb.png,700,500,350000
14,row_00014_b55cbe30cca1,which category has the highest difference in the number of heat days above 90 and 100 in the late century?,['No Action'],Factoid,['NO'],,e78c848373654509a8f249c66c82b45ee3df74805d03d2c967c726c485095a13,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00014_b55cbe30cca1.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00014_b55cbe30cca1.rgb.png,1292,1681,2171852
15,row_00015_8e0ca65ed729,which player had the secnd highest rating average at age 21?,['Patrick Cripps'],Factoid,['NO'],,a315695b3b811258ef00f3174da284b721af04022d718fefe111fdabf241dd1b,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00015_8e0ca65ed729.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00015_8e0ca65ed729.rgb.png,1280,720,921600
16,row_00016_c58fab7bb303,"calculate the total percentage of deals made by buyers from the usa, japan, and singapore combined.",['17'],Factoid,['NO'],,3564ae4fae16544dc8a8c1df2eaa0ac2039862ab50b2532266ae3ba1a0aece18,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00016_c58fab7bb303.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00016_c58fab7bb303.rgb.png,1280,704,901120
17,row_00017_7894da19a479,"what is the total number of cities classified as ""fair-valued"" (index score between -0.5 to 0.5)?",['3'],Factoid,['NO'],,2e6ce7e4befb75e420c4e86f9958381666bb45251a99c023aafe143a8dfee725,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00017_7894da19a479.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00017_7894da19a479.rgb.png,1008,1250,1260000
18,row_00018_2b81d2edda7f,what is the difference in the number of patients between vancouver coastal health in 11-aug-22 and interior health in 26-mar-22?,['49'],Factoid,['NO'],,147fff4b0b9f8c9f4f04b7d932d1239051da67d7443948833c5948a4c9ce08b8,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00018_2b81d2edda7f.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00018_2b81d2edda7f.rgb.png,1020,753,768060
19,row_00019_97c03158d12a,which region has the highest percentage from december 2019 to dec. 2023?,['Rest of Ontario'],Factoid,['NO'],,e6a5c6e0cc0db916a2237fa4be94a187df362938046da5ddf6438940dd1a2df0,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00019_97c03158d12a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00019_97c03158d12a.rgb.png,1020,574,585480
20,row_00020_dca9e63fcde8,on which date the case count first exceeded 75?,['06-28'],Factoid,['NO'],,73c86e3dc0e13e6d79b6fa9891ec4bb8bac1a4c7e5399070515269a249ae26a9,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00020_dca9e63fcde8.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00020_dca9e63fcde8.rgb.png,819,382,312858
21,row_00021_2f4fc7ae70ee,identify the month with the highest average daily number of cases.,['Dec'],Factoid,['NO'],,2460da0de541a60899a0d19793101209f0e4868343d386368ddc4253b70a0d17,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00021_2f4fc7ae70ee.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00021_2f4fc7ae70ee.rgb.png,960,539,517440
22,row_00022_3e749585599d,in which week the pcr positivity became lower than the lfd tests for the first time?,['8'],Factoid,['NO'],,af82dddccfbd273c0806efcaf42776dfeaa546c0ee7c24bf36ba0317eb8f3023,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00022_3e749585599d.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00022_3e749585599d.rgb.png,962,547,526214
23,row_00023_a66f1bd35f0e,which category shows decreased in april 2021 while others are peaking in the graph on the right?,['Big w'],Factoid,['NO'],,a16b7b6640a39f89756296df70492aee7386219a9b327f3fff247e69c35b8bbb,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00023_a66f1bd35f0e.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00023_a66f1bd35f0e.rgb.png,1280,792,1013760
24,row_00024_e75b402432ca,what is the only age group at which daily video game played in depth by females exceed the total play by males?,['75-84'],Factoid,['NO'],,432a8787d3abf1fcf6701eee7f0b733578013361e5802e22a5172a3027a10f17,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00024_e75b402432ca.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00024_e75b402432ca.rgb.png,650,366,237900
25,row_00025_b731131fd756,which event has the most dramatic effect on the small business revenue in texas?,['TX public Schools Close'],Factoid,['NO'],,16bc97f9414fd7e09a7cd423cd06bc083ec1b0bce65eacf9a4ca7f00e23b6cd8,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00025_b731131fd756.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00025_b731131fd756.rgb.png,2856,1891,5400696
26,row_00026_0616c3b02cdc,what is the sum of the local government and st&it values?,['9070'],Factoid,['NO'],,232c79adee6952b75fcc897b121fef27ebbd6485de86a134b994762d2b08fbfa,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00026_0616c3b02cdc.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00026_0616c3b02cdc.rgb.png,800,480,384000
27,row_00027_b8259d285a0a,in which year both viagra and cialis had the same value?,['2017'],Factoid,['YES'],,ad0c083b7d27d6b59f80657f28e1e85d6c756f2b1c7219b4cd9d39c2056558ad,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00027_b8259d285a0a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00027_b8259d285a0a.rgb.png,620,770,477400
28,row_00028_f33f9ee7a63e,"identify the year with the highest percentage of republicans who are ""very/somewhat proud"" of the way democracy works in americ",['2002'],Factoid,['YES'],,15b138ab4f01a4ad4947bab41e0bee0efe764b5d1c06629e221199ddcf191501,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00028_f33f9ee7a63e.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00028_f33f9ee7a63e.rgb.png,620,340,210800
29,row_00029_def0c80ca546,"in the line chart, which legend label saw the highest decline between 24/03 and 26/03?",['USFLUX'],Factoid,['NO'],,1c60f2411c74cd389f36a1229b355f5413f1fca4cc44afc94a832222eb97a149,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00029_def0c80ca546.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00029_def0c80ca546.rgb.png,561,680,381480
30,row_00030_68400a04fbdf,what is the label of the line that remains in the middle most of the time?,['Index of Services'],Factoid,['NO'],,25805289132c43d161ae73c9e220311a4ef34793f6d4fd0a2ed236c0c3036c16,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00030_68400a04fbdf.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00030_68400a04fbdf.rgb.png,590,463,273170
31,row_00031_945aead5d025,which year has a value that's higher than the year before it and higher than the year after it?,['1996'],Factoid,['YES'],,2292b6ba1578805797100513348df8bb53976ee87c0286683b6173f0c93d17c6,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00031_945aead5d025.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00031_945aead5d025.rgb.png,1200,673,807600
32,row_00032_0b6e725fc87a,calculate the average batting average of the third top and third bottom nations,['30.485'],Factoid,['NO'],,763c54d7ba4436d8c263bbc748076514b1f4268bc6864ddabbfe9179b126e244,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00032_0b6e725fc87a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00032_0b6e725fc87a.rgb.png,650,410,266500
33,row_00033_35f5c0eb054b,which event caused the most significant drop followed by quick recovery for both lines?,['xmas'],Factoid,['NO'],,3d707a6f1ad26f9c107709f952efec362327cdb0ac4a19c8eb463dc84b555dad,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00033_35f5c0eb054b.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00033_35f5c0eb054b.rgb.png,1280,720,921600
34,row_00034_1d807e26a618,"in the lowest dip in this graph, which legend label had the lowest value?",['Weekly Index'],Factoid,['NO'],,bb0f14dcfecbe158fddf230cffe2afc4343ee47c467d6e1522c2839b743d3567,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00034_1d807e26a618.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00034_1d807e26a618.rgb.png,1280,720,921600
35,row_00035_d4f7fd5d8db2,what is the sum of the leftmost three bars?,['196'],Factoid,['NO'],,1798d195a04eca331bdb439d19011ecdffcd419f7ca957cd4a51125da4d3f754,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00035_d4f7fd5d8db2.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00035_d4f7fd5d8db2.rgb.png,640,460,294400
36,row_00036_059a92e23043,which year had the highest value?,['1991'],Factoid,['YES'],,f768eec74cdecf8e8bdd9248289ab86c4403064798398fa4cad155fe9db1a62e,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00036_059a92e23043.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00036_059a92e23043.rgb.png,982,726,712932
37,row_00037_f5bd6fc5c728,what was the value of ireland seven-day average in the first peak of its line?,['200'],Factoid,['NO'],,be35a1740f68c76fd388133fbef3dd9c536ca5eecce6ec6d8f6383558effbb07,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00037_f5bd6fc5c728.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00037_f5bd6fc5c728.rgb.png,620,361,223820
38,row_00038_56b799519268,what is the combined percentage of cancer deaths attributed to pancreas cancer for both females and males?,['12'],Factoid,['NO'],,a3938166df93c596c9dfa9bf053665d35871556692b5a68c213e3f4961a9475b,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00038_56b799519268.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00038_56b799519268.rgb.png,1240,700,868000
39,row_00039_ad67e955d0bc,which year has lower value for the purchases from national sellers?,['2016'],Factoid,['YES'],,c360f611b878da333bd2e332c33446336c8ee9d0ce77236af5cba378592336c2,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00039_ad67e955d0bc.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00039_ad67e955d0bc.rgb.png,277,530,146810
40,row_00040_70eb03d6b1bc,what is the sum of the percentage of people who said no in the pie chart on the left and the percentage of people who said yes to bjp supporters in the bar chart?,['85'],Factoid,['NO'],,6434815c6b2139871e149a6c2e117817ce227898ce5e8426eb538b4af7728f40,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00040_70eb03d6b1bc.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00040_70eb03d6b1bc.rgb.png,800,525,420000
41,row_00041_443b8a717e64,what was the value of the resident confirmed covid-19 cases just before the first time its line was crossed by the other line?,['5354'],Factoid,['NO'],,ca13bd44a00f343a7c97adc69f837e4daafebc193fb8d6af65a2b9eef7799c2d,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00041_443b8a717e64.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00041_443b8a717e64.rgb.png,1798,848,1524704
42,row_00042_1959d4449c9b,"what is the average number of claims filed per year for cumulative injuries between the years 2005 and 2010, excluding the years with the highest and lowest number of claims within that period?",['Unanswerable'],Factoid,['NO'],,550f2f22c37564d95b742dcefb1f72d5b0adb1ac7f12c9c6af3c78109f151bbd,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00042_1959d4449c9b.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00042_1959d4449c9b.rgb.png,900,467,420300
43,row_00043_6c13bba22acc,what is the average rate of change of the job market in the bay area between january 2001 and september 2024?,['Unanswerable'],Factoid,['NO'],,1b27fdd82078141036f2f9019ded9b474595eb3d7479bdab4d6b1a5ee8d3bf60,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00043_6c13bba22acc.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00043_6c13bba22acc.rgb.png,620,466,288920
44,row_00044_18cba575a0b3,"what was the total market capitalization of pg&e on september 11, 2017?",['Unanswerable'],Factoid,['NO'],,4040826050b940d2aec8ab6c7d2fb83270427d6b18bcd51cd466d9f85627a472,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00044_18cba575a0b3.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00044_18cba575a0b3.rgb.png,503,393,197679
45,row_00045_7cd7efaffe1c,what was the fatality rate among those who tested positive during the second wave?,['Unanswerable'],Factoid,['NO'],,0e9432f09e6992add242990137bdd6d36bb2b092060f0b1b9c2d5d02db7410b7,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00045_7cd7efaffe1c.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00045_7cd7efaffe1c.rgb.png,615,346,212790
46,row_00046_ca8ce48c0b66,"what is the impact of specific treatment modalities (e.g., surgery, chemotherapy, radiation) on the observed changes in survival rates?",['Unanswerable'],Factoid,['NO'],,d96336ab92acca8f41c5bcd8ea5bd2de729e70d8cd79394d926aa62aec482905,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00046_ca8ce48c0b66.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00046_ca8ce48c0b66.rgb.png,520,609,316680
47,row_00047_758d4f7ace87,"what was the exact average income of the highest quintile in 1995, both before and after taxes and transfers?",['Unanswerable'],Factoid,['NO'],,712516472fdbf6ec7bb230f91eac6c17990b95f8ea6ff18c5c3a113eea9080b4,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00047_758d4f7ace87.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00047_758d4f7ace87.rgb.png,990,475,470250
48,row_00048_b5fa75d301da,which u.s. state spends the most on mental health care per capita?,['Unanswerable'],Factoid,['NO'],,acb1dab6e21bd468e883f09c58b64bf740a1e0c0daa7fc727a18400d003e8216,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00048_b5fa75d301da.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00048_b5fa75d301da.rgb.png,630,759,478170
49,row_00049_e8cfc7ddd254,is there a direct correlation between the decrease in fungicide + insecticide use and an increase in crop yields in france?,['Unanswerable'],Factoid,['NO'],,b07c9c973c65b270e68e336d3e1fdf910c06259e2d7ca0d532488380775fc03e,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00049_e8cfc7ddd254.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00049_e8cfc7ddd254.rgb.png,622,445,276790
50,row_00050_4b00a59bf243,"what was the exact number of covid-19 cases in italy on february 29, 2020?",['Unanswerable'],Factoid,['NO'],,e74c15970c0572d3841d6a3c977f06de6340ae0eb0f3d62e0c57f4bd105c8f4a,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00050_4b00a59bf243.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00050_4b00a59bf243.rgb.png,1863,1438,2678994
51,row_00051_baefb22431fd,how would the cost per flight hour change for the f-16 aircraft if fuel prices increased by 20%?,['Unanswerable'],Factoid,['NO'],,b39b33d6031f7365639e0222f9833fe177b31de1dfe9b443e914c76cb013805b,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00051_baefb22431fd.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00051_baefb22431fd.rgb.png,630,357,224910
52,row_00052_572f90b063e0,what is the projected value of these asset categories for 2023?,['Unanswerable'],Factoid,['NO'],,5d1d7d6c27d9cab483ccb457e6f115c81e1bdd46ae7e5f30f7f4d187dc8bae9e,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00052_572f90b063e0.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00052_572f90b063e0.rgb.png,696,490,341040
53,row_00053_cf38f805231a,what is the median household income for native american households in 1990?,['Unanswerable'],Factoid,['NO'],,111f0610ed0777bc62330371eb931662bc78c3c95abc9fb9dc52248ab31ffb26,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00053_cf38f805231a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00053_cf38f805231a.rgb.png,645,379,244455
54,row_00054_8822992704b5,how many highway deaths were caused by distracted driving in 1972?,['Unanswerable'],Factoid,['NO'],,07b03d6ba842fff9433516f9f37d949459b9af56ad69e2c1f0a61470a04c9c6c,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00054_8822992704b5.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00054_8822992704b5.rgb.png,760,1394,1059440
55,row_00055_40a4f3cb183a,how many internet crime complaints were filed specifically for identity theft in 2003?,['Unanswerable'],Factoid,['NO'],,70599fc685963134744bd766e5e35d607a96e73572108b34a84511d7c4eeb388,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00055_40a4f3cb183a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00055_40a4f3cb183a.rgb.png,760,851,646760
56,row_00056_52895c900b92,how many total voters were surveyed in virginia for this exit poll?,['Unanswerable'],Factoid,['NO'],,64fe21fef606b6d09a6a54adb7e5df9dda8174a9cebee96acbf86bed19ba98a7,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00056_52895c900b92.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00056_52895c900b92.rgb.png,1280,302,386560
57,row_00057_ceaee43114ec,what percentage of suburban women were undecided about brett kavanaugh?,['Unanswerable'],Factoid,['NO'],,fbfd661f6d95da69591ad57b40bb0628452950ee88c57d3a6f083312f7eeffc9,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00057_ceaee43114ec.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00057_ceaee43114ec.rgb.png,760,587,446120
58,row_00058_ca90ddf29551,what was the unemployment rate for people under 25 years old in may 2006?,['Unanswerable'],Factoid,['NO'],,56c898290488f2ff8183b899676fac454b96cfb5210a87cb04862ff30bbec82c,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00058_ca90ddf29551.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00058_ca90ddf29551.rgb.png,760,1647,1251720
59,row_00059_546a47b9b502,what was the average customer satisfaction rating for the iphone 4 after its release?,['Unanswerable'],Factoid,['NO'],,6cccccb56facaf7a5d84356d726962b05acff471e935064906c281b390467d42,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00059_546a47b9b502.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00059_546a47b9b502.rgb.png,760,448,340480
60,row_00060_e5c9a78441eb,what were the main issues driving voter preferences for clinton in march 2016?,['Unanswerable'],Factoid,['NO'],,70f2badd34112cd1efc292d5f05f54e960e62b4a59e1b0347387fcaa46111166,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00060_e5c9a78441eb.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00060_e5c9a78441eb.rgb.png,760,398,302480
61,row_00061_e9cf5581915b,what was the total number of recovered cases in august 2020?,['Unanswerable'],Factoid,['NO'],,e5e10197143ae3953c780d3553dec2aecad3ac7fced687eb304c221fdf292082,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00061_e9cf5581915b.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00061_e9cf5581915b.rgb.png,547,307,167929
62,row_00062_019dae619927,how much does melbourne household spend on the middle operating vehicles in total?,['81'],Factoid,['NO'],,a4a46cbac892b3a86ef64587355e23736cd09364ef1e8a74127876609c4faaef,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00062_019dae619927.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00062_019dae619927.rgb.png,650,400,260000
63,row_00063_fe6ae2bf56c7,what is the sum of the month-wise covid-19 infections in tn in july and march?,['115032'],Factoid,['NO'],,142895495c0cff57b43943ee236df0f997a7e9c03f499bd08a04ec4e3c78e593,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00063_fe6ae2bf56c7.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00063_fe6ae2bf56c7.rgb.png,780,453,353340
64,row_00064_a81a715d9909,"if a random adult is selected from the survey, what is the probability (expressed as a percentage) that they consider either concerts or bars and restaurants to be ""less safe"", but not both?",['49.7%'],Factoid,['NO'],,440d61ac92f0e69a01d8b95a9f17d5628a73a1436f3f39243f2bbfdd30e02651,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00064_a81a715d9909.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00064_a81a715d9909.rgb.png,641,412,264092
65,row_00065_3dbfc28f9495,which year saw the slightest increase in the avg aca premiums?,['2015'],Factoid,['YES'],,ec7e5f41d1e08b62598b12c636765b7f752c4468d429bf9f0a4d44aac4576534,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00065_3dbfc28f9495.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00065_3dbfc28f9495.rgb.png,788,600,472800
66,row_00066_2b95bff7389a,which federal program has a smaller percentage of the republicans than all respondents?,['National Defense'],Factoid,['NO'],,f2f753afefdbcfd04c8ee734acdeec32e589c6a23108fa9aa481a86925f3f269,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00066_2b95bff7389a.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00066_2b95bff7389a.rgb.png,710,473,335830
67,row_00067_7708e7e448a8,"in the years in which the red line was higher than the blue line, which year had the smallest difference between the red and green lines?",['2015'],Factoid,['YES'],,962dfcc14d042bbc47a046d0b7cbdaa2f45b70ec182a77eb7c3b25ddcad8cce6,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00067_7708e7e448a8.jpg,/content/ChartQAPro_Evidence_First_Reasoning_cache/row_00067_7708e7e448a8.rgb.png,1400,933,1306200
